lakeid,year4,daynum,sampledate,rep,sta,depth,chlor,phaeo,flagchlor,flagphaeo
TR,2000,179,2000-06-27,1,2,5,2.4,0,,
TR,2000,179,2000-06-27,1,2,8,2.2,0.8,,
TR,2000,179,2000-06-27,1,2,10,4.2,0.5,,
TR,2000,179,2000-06-27,1,2,15,5,-1,,K
TR,2000,179,2000-06-27,1,2,20,0.7,1.2,,
TR,2000,179,2000-06-27,2,2,20,1.2,1.1,,
TR,2000,179,2000-06-27,1,2,27,18.9,1.7,,
TR,2000,179,2000-06-27,1,2,32,12.4,7.9,,
TR,2000,193,2000-07-11,1,2,0,2,0,,
TR,2000,193,2000-07-11,1,2,3,2.3,0.2,,
TR,2000,193,2000-07-11,1,2,5,2.7,0.3,,
TR,2000,193,2000-07-11,1,2,8,5,0.3,,
TR,2000,193,2000-07-11,2,2,8,3.8,1.1,,
TR,2000,193,2000-07-11,1,2,10,6,0.8,,
TR,2000,193,2000-07-11,1,2,15,3.1,1,,
TR,2000,193,2000-07-11,1,2,20,1.1,0.9,,
TR,2000,193,2000-07-11,1,2,27,0.5,0.8,,
TR,2000,193,2000-07-11,1,2,32,1.1,1,,
TR,2000,207,2000-07-25,1,2,0,2.9,0.3,J,J
TR,2000,207,2000-07-25,1,2,3,2.3,0.3,,
TR,2000,207,2000-07-25,1,2,5,2.6,0,,
TR,2000,207,2000-07-25,1,2,8,2.6,0.1,,
TR,2000,207,2000-07-25,1,2,10,4.7,1,,
TR,2000,207,2000-07-25,1,2,15,3.6,1.2,,
TR,2000,207,2000-07-25,1,2,20,1.5,0.6,,
TR,2000,207,2000-07-25,1,2,27,2.5,0.1,,
TR,2000,207,2000-07-25,1,2,32,4.5,1.1,,
TR,2000,207,2000-07-25,2,2,32,4.9,1.4,,
TR,2000,220,2000-08-07,1,2,0,3.4,0.3,,
TR,2000,220,2000-08-07,1,2,3,3.2,0.3,,
TR,2000,220,2000-08-07,1,2,5,2.8,0.1,,
TR,2000,220,2000-08-07,1,2,8,3.3,0.2,,
TR,2000,220,2000-08-07,2,2,8,2.8,0.6,,
TR,2000,220,2000-08-07,1,2,10,3.9,0.7,,
TR,2000,220,2000-08-07,1,2,15,2.6,0.7,,
TR,2000,220,2000-08-07,1,2,27,0.5,0.8,,
TR,2000,220,2000-08-07,1,2,31,0.9,0.9,,
TR,2000,235,2000-08-22,1,2,0,3,1.4,,
TR,2000,235,2000-08-22,1,2,3,4.1,0.4,,
TR,2000,235,2000-08-22,1,2,5,4.3,0.2,,
TR,2000,235,2000-08-22,1,2,8,4,1.4,,
TR,2000,235,2000-08-22,1,2,10,3.8,0.9,,
TR,2000,235,2000-08-22,2,2,10,4.6,-0.5,,
TR,2000,235,2000-08-22,1,2,15,4.3,-0.2,,
TR,2000,235,2000-08-22,1,2,20,1.7,0.2,,
TR,2000,235,2000-08-22,1,2,27,1.1,0.5,,
TR,2000,235,2000-08-22,1,2,32,1.1,0.2,,
TR,2000,249,2000-09-05,1,2,0,3.1,1.5,,
TR,2000,249,2000-09-05,1,2,3,3.4,1.4,,L
TR,2000,249,2000-09-05,2,2,3,4.1,0.5,,
TR,2000,249,2000-09-05,1,2,5,2.7,2.2,,
TR,2000,249,2000-09-05,1,2,8,2.6,2,,
TR,2000,249,2000-09-05,1,2,10,3.8,1.3,,
TR,2000,249,2000-09-05,1,2,15,2.8,0.5,,
TR,2000,249,2000-09-05,1,2,20,1,1.2,,
TR,2000,249,2000-09-05,1,2,27,0.6,0.7,,
TR,2000,249,2000-09-05,1,2,32,0.9,7.7,,
TR,2000,263,2000-09-19,1,2,0,4.4,0.8,,
TR,2000,263,2000-09-19,1,2,3,4.3,0.4,,
TR,2000,263,2000-09-19,1,2,5,4.4,0.3,,
TR,2000,263,2000-09-19,1,2,8,3.9,0.6,,
TR,2000,263,2000-09-19,1,2,10,5.1,0.2,,
TR,2000,263,2000-09-19,1,2,15,1.9,0.6,,
TR,2000,263,2000-09-19,2,2,15,1.9,0.8,,
TR,2000,263,2000-09-19,1,2,20,0.8,0.9,,
TR,2000,263,2000-09-19,1,2,27,0.7,0.5,,
TR,2000,263,2000-09-19,1,2,32,222.6,89,J,J
TR,2000,278,2000-10-04,1,2,0,4.4,0.6,,
TR,2000,278,2000-10-04,1,2,3,3.7,1.5,,
TR,2000,278,2000-10-04,1,2,5,4.2,0.7,,
TR,2000,278,2000-10-04,1,2,8,4.5,0.8,,
TR,2000,278,2000-10-04,1,2,10,3.9,1.8,,
TR,2000,278,2000-10-04,1,2,15,4.6,-0.1,,
TR,2000,278,2000-10-04,1,2,20,1.3,0.6,,
TR,2000,278,2000-10-04,2,2,20,1.5,0.5,,
TR,2000,278,2000-10-04,1,2,27,1.1,0.1,,
TR,2000,278,2000-10-04,1,2,31.5,5,0.9,,
TR,2000,292,2000-10-18,1,2,0,3.2,0.3,,
TR,2000,292,2000-10-18,1,2,3,4.2,0.8,,
TR,2000,292,2000-10-18,1,2,5,4,0.8,,
TR,2000,292,2000-10-18,1,2,8,4.3,0.4,,
TR,2000,292,2000-10-18,1,2,10,4.2,0.8,,
TR,2000,292,2000-10-18,1,2,15,3.2,0.7,,
TR,2000,292,2000-10-18,1,2,20,1.3,0.7,,
TR,2000,292,2000-10-18,1,2,27,0.4,0.5,,
TR,2000,292,2000-10-18,1,2,32,0.9,0.4,,
TR,2000,292,2000-10-18,2,2,32,0.6,0.5,,
TR,2000,305,2000-10-31,1,2,0,3.8,0.3,,
TR,2000,305,2000-10-31,1,2,3,6.2,0,,
TR,2000,305,2000-10-31,1,2,5,5.6,0.4,,
TR,2000,305,2000-10-31,1,2,8,5.5,0.1,,
TR,2000,305,2000-10-31,1,2,10,5.8,0.1,,
TR,2000,305,2000-10-31,2,2,10,5.4,-0.3,,
TR,2000,305,2000-10-31,1,2,15,5.2,0.1,,
TR,2000,305,2000-10-31,1,2,20,1.9,0,,
TR,2000,305,2000-10-31,1,2,27,0.7,0.1,,
TR,2000,305,2000-10-31,1,2,32,1.5,0.8,,
TR,2000,327,2000-11-22,1,2,0,4.1,1,,
TR,2000,327,2000-11-22,1,2,3,4.3,0.7,,
TR,2000,327,2000-11-22,1,2,5,4.4,0.8,,
TR,2000,327,2000-11-22,1,2,8,4.7,0.4,,
TR,2000,327,2000-11-22,1,2,10,4,1,,
TR,2000,327,2000-11-22,1,2,15,3.5,0.6,,
TR,2000,327,2000-11-22,1,2,20,3.7,1,,
TR,2000,327,2000-11-22,1,2,27,3.8,0.9,,
TR,2000,327,2000-11-22,1,2,32,3.7,0.4,,
TR,2000,327,2000-11-22,2,2,32,3.6,0.3,,
TR,2001,25,2001-01-25,1,2,0,0.9,0.1,,
TR,2001,25,2001-01-25,1,2,3,2.8,-0.8,,
TR,2001,25,2001-01-25,1,2,5,1.9,-0.3,,
TR,2001,25,2001-01-25,1,2,8,1.1,0.2,,
TR,2001,25,2001-01-25,1,2,10,0.6,0.3,,
TR,2001,25,2001-01-25,2,2,10,0.5,0.5,,
TR,2001,25,2001-01-25,1,2,15,0.3,0.4,,
TR,2001,25,2001-01-25,1,2,20,0.4,0.3,,
TR,2001,25,2001-01-25,1,2,27,0.2,0.5,,
TR,2001,25,2001-01-25,1,2,32,1.1,-0.4,,
TR,2001,58,2001-02-27,1,2,0,0.7,0.1,,
TR,2001,58,2001-02-27,1,2,3,1.8,0.6,,
TR,2001,58,2001-02-27,1,2,5,1.4,0,,
TR,2001,58,2001-02-27,1,2,8,0.5,0.3,,
TR,2001,58,2001-02-27,1,2,10,0.4,0.5,,
TR,2001,58,2001-02-27,1,2,15,0.3,0.2,,
TR,2001,58,2001-02-27,1,2,20,0.1,0.4,,
TR,2001,58,2001-02-27,2,2,20,0.3,0.2,,
TR,2001,58,2001-02-27,1,2,27,0.3,1,,
TR,2001,58,2001-02-27,1,2,32,0.4,0.6,,
TR,2001,96,2001-04-06,1,2,0,0.4,0,,
TR,2001,96,2001-04-06,1,2,3,1.4,-0.5,,
TR,2001,96,2001-04-06,1,2,5,1.1,-0.1,,
TR,2001,96,2001-04-06,1,2,8,1.2,-0.2,,
TR,2001,96,2001-04-06,1,2,10,0.5,0.4,,
TR,2001,96,2001-04-06,1,2,15,0.3,0.1,,
TR,2001,96,2001-04-06,1,2,20,0.1,0.2,,
TR,2001,96,2001-04-06,2,2,20,0.1,0.2,,
TR,2001,96,2001-04-06,1,2,27,0.3,0.6,,
TR,2001,96,2001-04-06,1,2,32,-0.1,1,,
TR,2001,122,2001-05-02,1,2,0,4.4,1.7,L,L
TR,2001,122,2001-05-02,2,2,0,5.6,0.4,,
TR,2001,122,2001-05-02,1,2,3,5.6,0,,
TR,2001,122,2001-05-02,1,2,5,5.1,1,,
TR,2001,122,2001-05-02,1,2,8,4.7,0.8,,
TR,2001,122,2001-05-02,1,2,10,6.2,-1.8,K,
TR,2001,122,2001-05-02,1,2,15,5.3,-0.3,,
TR,2001,122,2001-05-02,1,2,20,4.3,0.8,,
TR,2001,122,2001-05-02,1,2,27,4,1.2,,
TR,2001,122,2001-05-02,1,2,32,3.9,0.7,,
TR,2001,137,2001-05-17,1,2,0,4.5,0.8,,
TR,2001,137,2001-05-17,1,2,3,5.2,0.2,,
TR,2001,137,2001-05-17,1,2,5,7.7,0.6,,
TR,2001,137,2001-05-17,1,2,8,11.7,-0.5,,
TR,2001,137,2001-05-17,1,2,10,10.7,2.1,,
TR,2001,137,2001-05-17,1,2,15,6.2,1.8,,
TR,2001,137,2001-05-17,1,2,20,2.9,1.2,,
TR,2001,137,2001-05-17,1,2,27,3.2,1.9,,
TR,2001,137,2001-05-17,2,2,27,3.2,1.3,,
TR,2001,137,2001-05-17,1,2,32,3.3,1.1,,
TR,2001,150,2001-05-30,1,2,0,1.2,0.2,,
TR,2001,150,2001-05-30,1,2,3,2.1,0.2,,
TR,2001,150,2001-05-30,1,2,5,2.8,-0.2,,
TR,2001,150,2001-05-30,1,2,8,5.5,0,,
TR,2001,150,2001-05-30,1,2,10,5.4,1,,L
TR,2001,150,2001-05-30,2,2,10,4.8,1.5,,
TR,2001,150,2001-05-30,1,2,15,3.8,0.1,,
TR,2001,150,2001-05-30,1,2,20,4.2,-1.1,,K
TR,2001,150,2001-05-30,1,2,27,3.2,0.5,,
TR,2001,150,2001-05-30,1,2,31,2.4,0.7,,
TR,2001,165,2001-06-14,1,2,0,2.1,0.4,,
TR,2001,165,2001-06-14,1,2,3,3.4,-1.8,,K
TR,2001,165,2001-06-14,2,2,3,3.2,-1.5,,K
TR,2001,165,2001-06-14,1,2,5,4.2,-1.7,,K
TR,2001,165,2001-06-14,1,2,8,4.8,0,,
TR,2001,165,2001-06-14,1,2,10,5.1,-1.3,,K
TR,2001,165,2001-06-14,1,2,15,3.3,-0.4,,
TR,2001,165,2001-06-14,1,2,20,1.8,0.1,,
TR,2001,165,2001-06-14,1,2,27,0.8,1,,
TR,2001,165,2001-06-14,1,2,32,2,0.5,,
TR,2001,178,2001-06-27,1,2,0,1.4,0.6,J,J
TR,2001,178,2001-06-27,1,2,3,2.3,-0.3,J,J
TR,2001,178,2001-06-27,1,2,5,1.9,1.9,J,J
TR,2001,178,2001-06-27,1,2,8,4.2,0,J,J
TR,2001,178,2001-06-27,1,2,10,3.5,-0.2,J,J
TR,2001,178,2001-06-27,1,2,15,2.9,0.7,,
TR,2001,178,2001-06-27,1,2,20,3,-1,,K
TR,2001,178,2001-06-27,1,2,27,0.5,0.8,,
TR,2001,178,2001-06-27,1,2,32,0.8,0.8,,
TR,2001,178,2001-06-27,2,2,32,0.7,1,,
TR,2001,192,2001-07-11,1,2,0,2.7,-1.1,,K
TR,2001,192,2001-07-11,2,2,0,3,-0.4,,
TR,2001,192,2001-07-11,1,2,3,1.8,0.3,,
TR,2001,192,2001-07-11,1,2,5,2.1,-0.3,,
TR,2001,192,2001-07-11,1,2,8,3.7,-0.1,,
TR,2001,192,2001-07-11,1,2,10,3.7,0.4,,
TR,2001,192,2001-07-11,1,2,15,5.2,1.4,,
TR,2001,192,2001-07-11,1,2,20,2.3,-0.2,,
TR,2001,192,2001-07-11,1,2,27,0.4,0.6,,
TR,2001,192,2001-07-11,1,2,31,0.5,0.8,J,J
TR,2001,207,2001-07-26,1,2,0,1.5,0.4,,
TR,2001,207,2001-07-26,2,2,0,1.7,-0.1,,
TR,2001,207,2001-07-26,1,2,3,1.5,0.2,,
TR,2001,207,2001-07-26,1,2,5,1.7,0,,
TR,2001,207,2001-07-26,1,2,8,4.4,0,,
TR,2001,207,2001-07-26,1,2,10,4.8,0.4,,
TR,2001,207,2001-07-26,1,2,15,5.9,-0.2,,
TR,2001,207,2001-07-26,1,2,20,1.7,0.5,,
TR,2001,207,2001-07-26,1,2,27,0.6,0.5,,
TR,2001,207,2001-07-26,1,2,32,1.2,0.2,,
TR,2001,220,2001-08-08,1,2,0,1.6,0,,
TR,2001,220,2001-08-08,1,2,3,2.4,-0.6,,
TR,2001,220,2001-08-08,1,2,5,3.6,0.4,,
TR,2001,220,2001-08-08,1,2,8,3.6,0.7,,
TR,2001,220,2001-08-08,1,2,10,5.2,0.9,L,L
TR,2001,220,2001-08-08,2,2,10,3.8,2.7,,
TR,2001,220,2001-08-08,1,2,15,6.3,-0.1,,
TR,2001,220,2001-08-08,1,2,20,2.1,-0.2,,
TR,2001,220,2001-08-08,1,2,27,0.4,0.6,,
TR,2001,220,2001-08-08,1,2,32,1.1,-0.3,,
TR,2001,234,2001-08-22,1,2,0,2.3,0.3,,
TR,2001,234,2001-08-22,1,2,3,2.2,1.4,,
TR,2001,234,2001-08-22,1,2,5,1.8,1.9,,
TR,2001,234,2001-08-22,1,2,8,2.5,0.8,,
TR,2001,234,2001-08-22,1,2,10,3.5,1.1,,
TR,2001,234,2001-08-22,1,2,15,4.7,1.7,,
TR,2001,234,2001-08-22,1,2,20,1.3,1.1,,
TR,2001,234,2001-08-22,1,2,27,0.3,1,,
TR,2001,234,2001-08-22,1,2,32,0.7,0.3,,
TR,2001,250,2001-09-07,1,2,0,0.4,2.9,,
TR,2001,250,2001-09-07,1,2,3,2.4,1,,
TR,2001,250,2001-09-07,1,2,5,3,0,,
TR,2001,250,2001-09-07,2,2,5,2.9,0.3,,
TR,2001,250,2001-09-07,1,2,8,2.8,0.5,,
TR,2001,250,2001-09-07,1,2,10,2.5,0.8,,
TR,2001,250,2001-09-07,1,2,15,2.9,0.3,,
TR,2001,250,2001-09-07,1,2,20,2.7,0.3,,
TR,2001,250,2001-09-07,1,2,27,3.2,0.6,,
TR,2001,250,2001-09-07,1,2,32,1,0.6,,
TR,2001,262,2001-09-19,1,2,0,3.6,0.8,J,J
TR,2001,262,2001-09-19,1,2,3,3.7,0.3,J,J
TR,2001,262,2001-09-19,1,2,5,3.3,0.7,J,J
TR,2001,262,2001-09-19,1,2,8,3.2,1.1,J,J
TR,2001,262,2001-09-19,1,2,10,4,0.3,J,J
TR,2001,262,2001-09-19,1,2,15,4.8,1.9,J,J
TR,2001,262,2001-09-19,1,2,20,1.1,1.2,J,J
TR,2001,262,2001-09-19,1,2,27,-0.1,1,J,J
TR,2001,262,2001-09-19,1,2,31,0.4,1.2,J,J
TR,2001,262,2001-09-19,2,2,31,0.6,0.7,J,J
TR,2001,276,2001-10-03,1,2,0,3.4,0.7,,
TR,2001,276,2001-10-03,1,2,3,5.1,0.4,,
TR,2001,276,2001-10-03,1,2,5,3.3,1.2,,
TR,2001,276,2001-10-03,1,2,8,3.3,1.6,,
TR,2001,276,2001-10-03,1,2,10,2.9,1.4,,
TR,2001,276,2001-10-03,2,2,10,3.3,0.9,,
TR,2001,276,2001-10-03,1,2,15,3.2,0.7,,
TR,2001,276,2001-10-03,1,2,20,0.5,3.1,,
TR,2001,276,2001-10-03,1,2,27,90.1,32.6,,
TR,2001,276,2001-10-03,1,2,32,8.1,9.1,,
TR,2001,291,2001-10-18,1,2,0,5.3,2.7,,
TR,2001,291,2001-10-18,1,2,3,4.9,2.7,,
TR,2001,291,2001-10-18,1,2,5,6.1,0.2,,
TR,2001,291,2001-10-18,1,2,8,6.4,0,,
TR,2001,291,2001-10-18,1,2,10,6.3,0.1,,
TR,2001,291,2001-10-18,1,2,15,5.3,1.1,,
TR,2001,291,2001-10-18,1,2,20,0.8,1.4,,
TR,2001,291,2001-10-18,1,2,27,-0.1,1.5,,
TR,2001,291,2001-10-18,2,2,27,0,2,,
TR,2001,291,2001-10-18,1,2,32,3.7,0.5,,
TR,2001,305,2001-11-01,1,2,0,3.9,1.8,,
TR,2001,305,2001-11-01,1,2,3,3.5,2.2,,
TR,2001,305,2001-11-01,1,2,5,3.7,2.2,,
TR,2001,305,2001-11-01,2,2,5,3.4,2.6,,
TR,2001,305,2001-11-01,1,2,8,3.1,2.9,,
TR,2001,305,2001-11-01,1,2,10,3.2,3,,
TR,2001,305,2001-11-01,1,2,15,3.6,2.2,,
TR,2001,305,2001-11-01,1,2,20,3,2.6,,
TR,2001,305,2001-11-01,1,2,27,3,3,,
TR,2001,305,2001-11-01,1,2,32,3.7,2.8,,
TR,2001,318,2001-11-14,1,2,0,4,-0.1,,
TR,2001,318,2001-11-14,1,2,3,3.7,0.8,,
TR,2001,318,2001-11-14,1,2,5,3.4,0.1,,
TR,2001,318,2001-11-14,1,2,8,3,5.8,,
TR,2001,318,2001-11-14,1,2,10,5.9,0.6,,
TR,2001,318,2001-11-14,1,2,15,5.9,0.6,,
TR,2001,318,2001-11-14,1,2,20,4.5,-1,L,LK
TR,2001,318,2001-11-14,2,2,20,5.9,0.6,,
TR,2001,318,2001-11-14,1,2,27,4.6,1.1,,
TR,2001,318,2001-11-14,1,2,32,5.4,-2.1,,K
TR,2002,21,2002-01-21,1,2,0,0.5,0.2,G,G
TR,2002,21,2002-01-21,2,2,0,0.3,0.3,G,G
TR,2002,21,2002-01-21,1,2,3,0.3,0.4,G,G
TR,2002,21,2002-01-21,1,2,5,-0.1,1,G,G
TR,2002,21,2002-01-21,1,2,8,-0.3,1.4,G,G
TR,2002,21,2002-01-21,1,2,10,-0.4,1.3,G,G
TR,2002,21,2002-01-21,1,2,15,0.1,0.6,G,
TR,2002,21,2002-01-21,1,2,20,0.2,0.4,G,G
TR,2002,21,2002-01-21,1,2,27,0.3,0.5,G,G
TR,2002,21,2002-01-21,1,2,32,0.2,1.2,G,G
TR,2002,56,2002-02-25,1,2,0,0.3,0.4,,
TR,2002,56,2002-02-25,1,2,3,0.2,0.4,,
TR,2002,56,2002-02-25,1,2,5,0.6,0,,
TR,2002,56,2002-02-25,1,2,8,0,0.5,,
TR,2002,56,2002-02-25,1,2,10,0.1,0.8,,
TR,2002,56,2002-02-25,1,2,15,0.1,0.3,,
TR,2002,56,2002-02-25,1,2,20,0.1,0.4,,
TR,2002,56,2002-02-25,1,2,27,0.1,0.4,,
TR,2002,56,2002-02-25,1,2,32,-0.1,0.6,,
TR,2002,56,2002-02-25,2,2,32,0,0.3,,
TR,2002,93,2002-04-03,1,2,0,1.2,0.3,G,G
TR,2002,93,2002-04-03,1,2,3,1.1,0.8,G,G
TR,2002,93,2002-04-03,1,2,5,3.2,-1.2,G,GK
TR,2002,93,2002-04-03,1,2,8,0.7,1,G,G
TR,2002,93,2002-04-03,1,2,10,0.5,0.8,G,G
TR,2002,93,2002-04-03,1,2,15,0.5,0.8,G,G
TR,2002,93,2002-04-03,1,2,20,0.2,1,G,G
TR,2002,93,2002-04-03,1,2,27,0.3,1.1,G,G
TR,2002,93,2002-04-03,1,2,32,0.2,1.5,G,G
TR,2002,93,2002-04-03,2,2,32,0.3,1.6,G,G
TR,2002,116,2002-04-26,1,2,0,2.6,0.8,,
TR,2002,116,2002-04-26,1,2,3,2.4,1,,
TR,2002,116,2002-04-26,1,2,5,2.9,0.6,,
TR,2002,116,2002-04-26,1,2,8,2.7,0.9,,
TR,2002,116,2002-04-26,1,2,10,2.4,1.2,,
TR,2002,116,2002-04-26,1,2,15,2.7,1,,
TR,2002,116,2002-04-26,2,2,15,2.4,1.2,,
TR,2002,116,2002-04-26,1,2,20,2.6,0.6,,
TR,2002,116,2002-04-26,1,2,27,2.2,1.6,,
TR,2002,116,2002-04-26,1,2,32,2.7,1.2,,
TR,2002,128,2002-05-08,1,2,0,-1.5,11.4,K,K
TR,2002,128,2002-05-08,1,2,3,22.3,-19.9,KL,KL
TR,2002,128,2002-05-08,2,2,3,4.7,4.6,,
TR,2002,128,2002-05-08,1,2,5,5.3,-0.1,,
TR,2002,128,2002-05-08,1,2,8,5.3,0.7,,
TR,2002,128,2002-05-08,1,2,10,5.1,0.8,,
TR,2002,128,2002-05-08,1,2,15,4.3,0.2,,
TR,2002,128,2002-05-08,1,2,20,-21.9,42.3,K,K
TR,2002,128,2002-05-08,1,2,27,-6.4,21.2,K,K
TR,2002,128,2002-05-08,1,2,32,-217.9,1083.9,K,K
TR,2002,141,2002-05-21,1,2,0,2.4,1.6,,
TR,2002,141,2002-05-21,1,2,3,3.8,5,,
TR,2002,141,2002-05-21,1,2,5,6.7,0.8,,
TR,2002,141,2002-05-21,1,2,8,5.8,1.3,,
TR,2002,141,2002-05-21,1,2,10,7,0.6,,
TR,2002,141,2002-05-21,1,2,15,6,0.9,,
TR,2002,141,2002-05-21,1,2,20,6.9,2.3,,
TR,2002,141,2002-05-21,1,2,27,7.3,0.9,,
TR,2002,141,2002-05-21,1,2,32,9.3,2.1,,
TR,2002,141,2002-05-21,2,2,32,8.7,1,,
TR,2002,156,2002-06-05,1,2,0,2.3,0.7,,
TR,2002,156,2002-06-05,1,2,3,5.6,-1.5,,K
TR,2002,156,2002-06-05,1,2,5,4.1,1,,
TR,2002,156,2002-06-05,1,2,8,7.4,6.5,K,K
TR,2002,156,2002-06-05,1,2,10,10.8,-1.4,,K
TR,2002,156,2002-06-05,1,2,15,6,0.9,,
TR,2002,156,2002-06-05,1,2,20,4.5,1.2,,
TR,2002,156,2002-06-05,1,2,27,3.4,0.9,,
TR,2002,156,2002-06-05,1,2,32,52,73.6,,
TR,2002,170,2002-06-19,1,2,0,1.9,0.5,,
TR,2002,170,2002-06-19,1,2,3,1.4,0.8,,
TR,2002,170,2002-06-19,1,2,5,1.6,0.9,,
TR,2002,170,2002-06-19,1,2,8,4.7,0.6,,
TR,2002,170,2002-06-19,1,2,10,5.9,1.5,,
TR,2002,170,2002-06-19,2,2,10,6.2,1.1,,
TR,2002,170,2002-06-19,1,2,15,4,0.9,,
TR,2002,170,2002-06-19,1,2,20,2.7,0.7,,
TR,2002,170,2002-06-19,1,2,27,2.7,1,,
TR,2002,170,2002-06-19,1,2,32,13.2,1.8,,
TR,2002,183,2002-07-02,1,2,0,1.2,0.3,,
TR,2002,183,2002-07-02,1,2,3,1.6,0,,
TR,2002,183,2002-07-02,1,2,5,1.4,1,,
TR,2002,183,2002-07-02,1,2,8,2.6,1.3,,
TR,2002,183,2002-07-02,2,2,8,3.4,0.1,,
TR,2002,183,2002-07-02,1,2,10,4.4,1.1,,
TR,2002,183,2002-07-02,1,2,15,5.4,0.8,,
TR,2002,183,2002-07-02,1,2,20,2.6,0,,
TR,2002,183,2002-07-02,1,2,27,1.6,0,,
TR,2002,183,2002-07-02,1,2,32,2.5,5.2,,
TR,2002,196,2002-07-15,1,2,0,0.7,0.5,,
TR,2002,196,2002-07-15,1,2,3,0.9,0.7,,
TR,2002,196,2002-07-15,1,2,5,0.8,1.6,,
TR,2002,196,2002-07-15,1,2,8,2.7,1.6,,
TR,2002,196,2002-07-15,1,2,10,2.5,1.4,,
TR,2002,196,2002-07-15,1,2,15,4.5,1.3,,
TR,2002,196,2002-07-15,1,2,20,0.8,2.5,,L
TR,2002,196,2002-07-15,2,2,20,1.3,0.9,,
TR,2002,196,2002-07-15,1,2,27,1.2,-0.2,,
TR,2002,196,2002-07-15,1,2,32,-0.1,1.8,,
TR,2002,210,2002-07-29,1,2,0,1.3,2.1,,
TR,2002,210,2002-07-29,1,2,3,1.8,1.8,,
TR,2002,210,2002-07-29,1,2,5,0.9,3.7,,
TR,2002,210,2002-07-29,2,2,5,0.9,3.4,,
TR,2002,210,2002-07-29,1,2,8,2.2,4.5,,
TR,2002,210,2002-07-29,1,2,10,4.9,4.1,,
TR,2002,210,2002-07-29,1,2,15,2.5,1.6,,
TR,2002,210,2002-07-29,1,2,20,1.2,1.8,,
TR,2002,210,2002-07-29,1,2,27,0.2,1.2,,
TR,2002,210,2002-07-29,1,2,32,307,410.6,K,K
TR,2002,225,2002-08-13,1,2,0,4.5,-2.5,L,K L
TR,2002,225,2002-08-13,2,2,0,1.4,1.3,,
TR,2002,225,2002-08-13,1,2,3,3.5,-0.9,,
TR,2002,225,2002-08-13,1,2,5,3.8,-0.9,,
TR,2002,225,2002-08-13,1,2,8,5.4,0,,
TR,2002,225,2002-08-13,1,2,10,5.8,-0.3,,
TR,2002,225,2002-08-13,1,2,15,3.8,-0.8,,
TR,2002,225,2002-08-13,1,2,20,2.2,-0.5,,
TR,2002,225,2002-08-13,1,2,27,1.3,0.1,,
TR,2002,225,2002-08-13,1,2,32,0.8,5.8,,
TR,2002,238,2002-08-26,1,2,0,1.8,0.2,,
TR,2002,238,2002-08-26,1,2,3,2.2,0.3,,
TR,2002,238,2002-08-26,1,2,5,2.3,0.6,,
TR,2002,238,2002-08-26,1,2,8,3,0.3,,
TR,2002,238,2002-08-26,1,2,10,4.7,0,,
TR,2002,238,2002-08-26,1,2,15,2.8,0.9,L,L
TR,2002,238,2002-08-26,2,2,15,4.6,-1.7,,K
TR,2002,238,2002-08-26,1,2,20,1.3,0.9,,
TR,2002,238,2002-08-26,1,2,27,0.7,0.5,,
TR,2002,238,2002-08-26,1,2,32,0.8,0.4,,
TR,2002,254,2002-09-11,1,2,0,3.3,-0.7,,
TR,2002,254,2002-09-11,2,2,0,3.6,-1,,K
TR,2002,254,2002-09-11,1,2,3,11.8,-8.4,K,K
TR,2002,254,2002-09-11,1,2,5,3.7,-0.8,,
TR,2002,254,2002-09-11,1,2,8,4.1,-1.3,,K
TR,2002,254,2002-09-11,1,2,10,4.6,-0.6,,
TR,2002,254,2002-09-11,1,2,15,3.4,0.2,,
TR,2002,254,2002-09-11,1,2,20,1.3,0.2,,
TR,2002,254,2002-09-11,1,2,27,0.8,0.1,,
TR,2002,254,2002-09-11,1,2,32,1.2,-0.7,,
TR,2002,268,2002-09-25,1,2,0,4.2,-0.1,,
TR,2002,268,2002-09-25,1,2,3,3.9,0.6,,
TR,2002,268,2002-09-25,1,2,5,4.7,-0.5,,
TR,2002,268,2002-09-25,1,2,8,5.1,-1.6,,K
TR,2002,268,2002-09-25,1,2,10,5.2,-1.5,,K
TR,2002,268,2002-09-25,1,2,15,3.3,0,,
TR,2002,268,2002-09-25,1,2,20,1.9,-0.1,,
TR,2002,268,2002-09-25,1,2,27,0.8,0.2,,
TR,2002,268,2002-09-25,1,2,32,0.6,0.3,,
TR,2002,268,2002-09-25,2,2,32,1.1,-0.1,,
TR,2002,281,2002-10-08,1,2,0,4.4,-0.3,,
TR,2002,281,2002-10-08,1,2,2,5.4,-0.3,,
TR,2002,281,2002-10-08,1,2,5,6.1,-1,,K
TR,2002,281,2002-10-08,1,2,8,5.4,-0.6,,
TR,2002,281,2002-10-08,1,2,10,4.4,-0.6,,
TR,2002,281,2002-10-08,1,2,15,1.7,0.5,,
TR,2002,281,2002-10-08,1,2,20,1.4,0,,
TR,2002,281,2002-10-08,1,2,27,0.3,0.4,,
TR,2002,281,2002-10-08,2,2,27,-0.1,1.2,,
TR,2002,281,2002-10-08,1,2,32,1.3,-0.7,,
TR,2002,296,2002-10-23,1,2,0,4.6,0.3,,
TR,2002,296,2002-10-23,1,2,3,4.3,-0.1,,
TR,2002,296,2002-10-23,1,2,5,4.2,0,,
TR,2002,296,2002-10-23,1,2,8,4.4,-0.1,,
