lakeid,year4,year_fraction,start_daynum,end_daynum,duration,med_daynum,med_date,trap,size_fraction,mass_flux,particle_mass_mg,particle_mass_conc_mg_per_l,volume_l,ratio_n,ratio_c,ratio_p,flux_n,flux_c,flux_p,flag,comments
CR,2006,2006.57,194,222,28,208,2006-07-27,1,>210,135.3,,853.52,,,,,,,,,
CR,2006,2006.57,194,222,28,208,2006-07-27,1,CYL,78.6,,5.49,,,,,,,,,
CR,2006,2006.57,194,222,28,208,2006-07-27,2,<210,1003.7,,1631.9,,,,,,,,,
CR,2006,2006.57,194,222,28,208,2006-07-27,2,>210,215.2,,1379.69,,,,,,,,,
CR,2006,2006.57,194,222,28,208,2006-07-27,2,CYL,406.4,,28.38,,,,,,,,,
CR,2006,2006.648,222,251,29,236.5,2006-08-24,1,<210,898.1,,1338.97,,,,,,,,,
CR,2006,2006.648,222,251,29,236.5,2006-08-24,1,>210,36.9,,96.07,,,,,,,,,
CR,2006,2006.648,222,251,29,236.5,2006-08-24,1,CYL,1005.6,,72.74,,,,,,,,,
CR,2006,2006.648,222,251,29,236.5,2006-08-24,2,<210,1874.4,,1907.37,,,,,,,,,
CR,2006,2006.648,222,251,29,236.5,2006-08-24,2,>210,65.2,,198.33,,,,,,,,,
CR,2006,2006.648,222,251,29,236.5,2006-08-24,2,CYL,275.2,,19.9,,,,,,,,,
CR,2006,2006.725,251,278,27,264.5,2006-09-21,1,<210,2929.8,,2801.79,,,,,,,,,
CR,2006,2006.725,251,278,27,264.5,2006-09-21,1,>210,168.6,,458.66,,,,,,,,,
CR,2006,2006.725,251,278,27,264.5,2006-09-21,1,CYL,113,,7.61,,,,,,,,,
CR,2006,2006.725,251,278,27,264.5,2006-09-21,2,<210,1045.2,,1298.81,,,,,,,,,
CR,2006,2006.725,251,278,27,264.5,2006-09-21,2,>210,33.8,,161.64,,,,,,,,,
CR,2006,2006.725,251,278,27,264.5,2006-09-21,2,CYL,79.6,,5.36,,,,,,,,,
CR,2006,2006.801,278,307,29,292.5,2006-10-19,1,<210,43.6,,66.77,,,,,,,,,
CR,2006,2006.801,278,307,29,292.5,2006-10-19,1,>210,15.2,,60.06,,,,,,,,,
CR,2006,2006.801,278,307,29,292.5,2006-10-19,1,CYL,264.8,,19.15,,,,,,,,,
CR,2006,2006.801,278,307,29,292.5,2006-10-19,2,<210,67.2,,98.38,,,,,,,,,
CR,2006,2006.801,278,307,29,292.5,2006-10-19,2,>210,15.6,,46.77,,,,,,,,,
CR,2006,2006.801,278,307,29,292.5,2006-10-19,2,CYL,237.3,,17.16,,,,,,,,,
CR,2007,2007.353,114,144,30,129,2007-05-09,1,<210,750.3,,1145.7,,,,,,,,,
CR,2007,2007.353,114,144,30,129,2007-05-09,1,>210,90.7,,540.72,,,,,,,,,
CR,2007,2007.353,114,144,30,129,2007-05-09,1,CYL,115.9,,8.67,,,,,,,,,
CR,2007,2007.353,114,144,30,129,2007-05-09,2,<210,615.1,,997.65,,,,,,,,,
CR,2007,2007.353,114,144,30,129,2007-05-09,2,>210,135.4,,533.69,,,,,,,,,
CR,2007,2007.353,114,144,30,129,2007-05-09,2,CYL,58.7,,4.39,,,,,,,,,
CR,2007,2007.434,144,173,29,158.5,2007-06-07,1,<210,72,,126.2,,,,,,,,,
CR,2007,2007.434,144,173,29,158.5,2007-06-07,1,>210,30,,158.24,,,,,,,,,
CR,2007,2007.434,144,173,29,158.5,2007-06-07,1,CYL,358.8,,25.95,,,,,,,,,
CR,2007,2007.434,144,173,29,158.5,2007-06-07,2,<210,89.1,,157.99,,,,,,,,,
CR,2007,2007.434,144,173,29,158.5,2007-06-07,2,>210,50.1,,387.54,,,,,,,,,
CR,2007,2007.434,144,173,29,158.5,2007-06-07,2,CYL,290.6,,21.02,,,,,,,,,
CR,2007,2007.51,172,200,28,186,2007-07-05,1,<210,37.9,,58.71,,,,,,,,,
CR,2007,2007.51,172,200,28,186,2007-07-05,1,>210,158.6,,478.9,,,,,,,,,
CR,2007,2007.51,172,200,28,186,2007-07-05,1,CYL,235.9,,16.48,,,,,,,,,
CR,2007,2007.51,172,200,28,186,2007-07-05,2,<210,102.3,,166.5,,,,,,,,,
CR,2007,2007.51,172,200,28,186,2007-07-05,2,>210,191.4,,419,,,,,,,,,
CR,2007,2007.51,172,200,28,186,2007-07-05,2,CYL,147.2,,10.28,,,,,,,,,
CR,2007,2007.586,200,228,28,214,2007-08-02,1,<210,197.3,,335.66,,,,,,,,,
CR,2007,2007.586,200,228,28,214,2007-08-02,1,>210,234.8,,525.66,,,,,,,,,
CR,2007,2007.586,200,228,28,214,2007-08-02,1,CYL,926.6,,64.71,,,,,,,,,
CR,2007,2007.586,200,228,28,214,2007-08-02,2,<210,124.2,,206.45,,,,,,,,,
CR,2007,2007.586,200,228,28,214,2007-08-02,2,>210,68.8,,143.23,,,,,,,,,
CR,2007,2007.586,200,228,28,214,2007-08-02,2,CYL,124.3,,8.68,,,,,,,,,
CR,2007,2007.663,228,256,28,242,2007-08-30,1,<210,504.5,,615.53,,,,,,,,,
CR,2007,2007.663,228,256,28,242,2007-08-30,1,>210,87.3,,349.76,,,,,,,,,
CR,2007,2007.663,228,256,28,242,2007-08-30,1,CYL,118.1,,8.25,,,,,,,,,
CR,2007,2007.663,228,256,28,242,2007-08-30,2,<210,370.2,,517.29,,,,,,,,,
CR,2007,2007.663,228,256,28,242,2007-08-30,2,>210,71.2,,382.55,,,,,,,,,
CR,2007,2007.663,228,256,28,242,2007-08-30,2,CYL,156.7,,10.94,,,,,,,,,
CR,2007,2007.74,256,284,28,270,2007-09-27,1,<210,379.1,,634.69,,,,,,,,,
CR,2007,2007.74,256,284,28,270,2007-09-27,1,>210,71.5,,374.82,,,,,,,,,
CR,2007,2007.74,256,284,28,270,2007-09-27,1,CYL,187.1,,13.07,,,,,,,,,
CR,2007,2007.74,256,284,28,270,2007-09-27,2,<210,191.1,,304.92,,,,,,,,,
CR,2007,2007.74,256,284,28,270,2007-09-27,2,>210,60.5,,290.25,,,,,,,,,
CR,2007,2007.74,256,284,28,270,2007-09-27,2,CYL,246.6,,17.22,,,,,,,,,
CR,2007,2007.827,284,320,36,302,2007-10-29,1,<210,41.4,,81.03,,,,,,,,,
CR,2007,2007.827,284,320,36,302,2007-10-29,1,>210,21.9,,351.01,,,,,,,,,
CR,2007,2007.827,284,320,36,302,2007-10-29,1,CYL,198.8,,17.85,,,,,,,,,
CR,2007,2007.827,284,320,36,302,2007-10-29,2,<210,36.4,,73.05,,,,,,,,,
CR,2007,2007.827,284,320,36,302,2007-10-29,2,>210,10.2,,132.55,,,,,,,,,
CR,2007,2007.827,284,320,36,302,2007-10-29,2,CYL,186.3,,16.72,,,,,,,,,
CR,2008,2008.388,127,157,30,142,2008-05-21,1,<210,398.5,,770.16,,,,,,,,,
CR,2008,2008.388,127,157,30,142,2008-05-21,1,>210,47.4,,213.57,,,,,,,,,
CR,2008,2008.388,127,157,30,142,2008-05-21,1,CYL,59.2,,4.43,,,,,,,,,
CR,2008,2008.388,127,157,30,142,2008-05-21,2,<210,258.6,,460.64,,,,,,,,,
CR,2008,2008.388,127,157,30,142,2008-05-21,2,>210,88.8,,348.77,,,,,,,,,
CR,2008,2008.388,127,157,30,142,2008-05-21,2,CYL,66.2,,4.95,,,,,,,,,
CR,2008,2008.466,157,184,27,170.5,2008-06-18,1,<210,76.91,,142.99,,,,,,,,,
CR,2008,2008.466,157,184,27,170.5,2008-06-18,1,>210,57.14,,298.59,,,,,,,,,
CR,2008,2008.466,157,184,27,170.5,2008-06-18,1,CYL,44.32,,2.98,,,,,,,,,
CR,2008,2008.466,157,184,27,170.5,2008-06-18,2,<210,224.37,,403.24,,,,,,,,,
CR,2008,2008.466,157,184,27,170.5,2008-06-18,2,>210,301.68,,702.06,,,,,,,,,
CR,2008,2008.466,157,184,27,170.5,2008-06-18,2,CYL,63.8,,4.3,,,,,,,,,
CR,2008,2008.541,184,212,28,198,2008-07-16,1,<210,39.4,,78.5,,,,,,,,,
CR,2008,2008.541,184,212,28,198,2008-07-16,1,>210,55.3,,340.33,,,,,,,,,
CR,2008,2008.541,184,212,28,198,2008-07-16,1,CYL,40,,2.79,,,,,,,,,
CR,2008,2008.541,184,212,28,198,2008-07-16,2,<210,31.4,,63.11,,,,,,,,,
CR,2008,2008.541,184,212,28,198,2008-07-16,2,>210,54.4,,361.36,,,,,,,,,
CR,2008,2008.541,184,212,28,198,2008-07-16,2,CYL,32.3,,2.25,,,,,,,,,
CR,2008,2008.616,212,239,27,225.5,2008-08-12,1,<210,467.5,,774.51,,,,,,,,,
CR,2008,2008.616,212,239,27,225.5,2008-08-12,1,>210,61.9,,244.74,,,,,,,,,
CR,2008,2008.616,212,239,27,225.5,2008-08-12,1,CYL,152.8,,10.29,,,,,,,,,
CR,2008,2008.616,212,239,27,225.5,2008-08-12,2,<210,406.5,,691.15,,,,,,,,,
CR,2008,2008.616,212,239,27,225.5,2008-08-12,2,>210,68.9,,293.57,,,,,,,,,
CR,2008,2008.616,212,239,27,225.5,2008-08-12,2,CYL,159.1,,10.71,,,,,,,,,
CR,2008,2008.693,239,268,29,253.5,2008-09-09,1,<210,220,,388.89,,,,,,,,,
CR,2008,2008.693,239,268,29,253.5,2008-09-09,1,>210,47,,345.92,,,,,,,,,
CR,2008,2008.693,239,268,29,253.5,2008-09-09,1,CYL,321.2,,23.23,,,,,,,,,
CR,2008,2008.693,239,268,29,253.5,2008-09-09,2,<210,196.5,,313.25,,,,,,,,,
CR,2008,2008.693,239,268,29,253.5,2008-09-09,2,>210,54.3,,350.38,,,,,,,,,
CR,2008,2008.693,239,268,29,253.5,2008-09-09,2,CYL,370.3,,26.79,,,,,,,,,
CR,2008,2008.77,268,296,28,282,2008-10-08,1,<210,256.6,,421.72,,,,,,,,,
CR,2008,2008.77,268,296,28,282,2008-10-08,1,>210,47.9,,383.84,,,,,,,,,
CR,2008,2008.77,268,296,28,282,2008-10-08,1,CYL,106.8,,7.46,,,,,,,,,
CR,2008,2008.77,268,296,28,282,2008-10-08,2,<210,64.3,,107.57,,,,,,,,,
CR,2008,2008.77,268,296,28,282,2008-10-08,2,>210,31.7,,291.67,,,,,,,,,
CR,2008,2008.77,268,296,28,282,2008-10-08,2,CYL,146.3,,10.21,,,,,,,,,
CR,2008,2008.837,296,317,21,306.5,2008-11-01,1,<210,92.7,,125.09,,,,,,,,,
CR,2008,2008.837,296,317,21,306.5,2008-11-01,1,>210,28.9,,467.57,,,,,,,,,
CR,2008,2008.837,296,317,21,306.5,2008-11-01,1,CYL,224.4,,11.75,,,,,,,,,
CR,2008,2008.837,296,317,21,306.5,2008-11-01,2,<210,88.2,,126.11,,,,,,,,,
CR,2008,2008.837,296,317,21,306.5,2008-11-01,2,>210,30.7,,395.38,,,,,,,,,
CR,2008,2008.837,296,317,21,306.5,2008-11-01,2,CYL,238.2,,12.47,,,,,,,,,
CR,2009,2009.366,118,149,31,133.5,2009-05-13,1,<210,488.85,,1031.58,,,,,,,,,
CR,2009,2009.366,118,149,31,133.5,2009-05-13,1,>210,115.23,,1111.54,,,,,,,,,
CR,2009,2009.366,118,149,31,133.5,2009-05-13,1,CYL,64.13,,4.96,,,,,,,,,
CR,2009,2009.366,118,149,31,133.5,2009-05-13,2,<210,405.13,,905.26,,,,,,,,,
CR,2009,2009.366,118,149,31,133.5,2009-05-13,2,>210,73.16,,805.26,,,,,,,,,
CR,2009,2009.366,118,149,31,133.5,2009-05-13,2,CYL,52.92,,4.09,,,,,,,,,
CR,2009,2009.451,149,180,31,164.5,2009-06-13,1,<210,50.76,,84.78,,,,,,,,,
CR,2009,2009.451,149,180,31,164.5,2009-06-13,1,>210,68.39,,578.64,,,,,,,,,
CR,2009,2009.451,149,180,31,164.5,2009-06-13,1,CYL,45.84,,3.54,,,,,,,,,
CR,2009,2009.451,149,180,31,164.5,2009-06-13,2,<210,125.62,,246.89,,,,,,,,,
CR,2009,2009.451,149,180,31,164.5,2009-06-13,2,>210,85.25,,659.09,,,,,,,,,
CR,2009,2009.451,149,180,31,164.5,2009-06-13,2,CYL,62.46,,4.83,,,,,,,,,
CR,2009,2009.526,180,204,24,192,2009-07-11,1,<210,55.92,,103.52,,,,,,,,,
CR,2009,2009.526,180,204,24,192,2009-07-11,1,>210,32.36,,160.2,,,,,,,,,
CR,2009,2009.526,180,204,24,192,2009-07-11,1,CYL,384.05,,22.99,,,,,,,,,
CR,2009,2009.526,180,204,24,192,2009-07-11,2,<210,69.47,,98.11,,,,,,,,,
CR,2009,2009.526,180,204,24,192,2009-07-11,2,>210,137.91,,511.72,,,,,,,,,
CR,2009,2009.526,180,204,24,192,2009-07-11,2,CYL,46.67,,2.79,,,,,,,,,
CR,2009,2009.597,204,232,28,218,2009-08-06,1,<210,72.19,,132.51,,,,,,,,,
CR,2009,2009.597,204,232,28,218,2009-08-06,1,>210,75.09,,1528.83,,,,,,,,,
CR,2009,2009.597,204,232,28,218,2009-08-06,1,CYL,57.66,,4.03,,,,,,,,,
CR,2009,2009.597,204,232,28,218,2009-08-06,2,<210,73.46,,134.63,,,,,,,,,
CR,2009,2009.597,204,232,28,218,2009-08-06,2,>210,74.7,,1487,,,,,,,,,
CR,2009,2009.597,204,232,28,218,2009-08-06,2,CYL,68.13,,4.76,,,,,,,,,
CR,2009,2009.673,232,259,27,245.5,2009-09-02,1,<210,78.79,,115.49,,,,,,,,,
CR,2009,2009.673,232,259,27,245.5,2009-09-02,1,>210,66.09,,400.83,,,,,,,,,
CR,2009,2009.673,232,259,27,245.5,2009-09-02,1,CYL,265.99,,17.91,,,,,,,,,
CR,2009,2009.673,232,259,27,245.5,2009-09-02,2,<210,130.54,,180.21,,,,,,,,,
CR,2009,2009.673,232,259,27,245.5,2009-09-02,2,>210,56.63,,312.01,,,,,,,,,
CR,2009,2009.673,232,259,27,245.5,2009-09-02,2,CYL,314.74,,21.19,,,,,,,,,
CR,2009,2009.749,259,288,29,273.5,2009-09-30,1,<210,51.14,,103.88,,,,,,,,,
CR,2009,2009.749,259,288,29,273.5,2009-09-30,1,>210,50.82,,489.87,,,,,,,,,
CR,2009,2009.749,259,288,29,273.5,2009-09-30,1,CYL,161.63,,11.69,,,,,,,,,
CR,2009,2009.749,259,288,29,273.5,2009-09-30,2,<210,40.96,,77.76,,,,,,,,,
CR,2009,2009.749,259,288,29,273.5,2009-09-30,2,>210,39.04,,666.67,,,,,,,,,
CR,2009,2009.749,259,288,29,273.5,2009-09-30,2,CYL,106.03,,7.67,,,,,,,,,
CR,2009,2009.826,288,315,27,301.5,2009-10-28,1,<210,214.09,,408.57,,,,,,,,,
CR,2009,2009.826,288,315,27,301.5,2009-10-28,1,>210,26.42,,360.53,,,,,,,,,
CR,2009,2009.826,288,315,27,301.5,2009-10-28,1,CYL,144.99,,9.76,,,,,,,,,
CR,2009,2009.826,288,315,27,301.5,2009-10-28,2,<210,237.18,,433.73,,,,,,,,,
CR,2009,2009.826,288,315,27,301.5,2009-10-28,2,>210,45.75,,595.15,,,,,,,,,
CR,2009,2009.826,288,315,27,301.5,2009-10-28,2,CYL,218.96,,14.75,,,,,,,,,
CR,2010,2010.325,105,132,27,118.5,2010-04-28,1,<210,203.5,,368.6,,,,,,,,,
CR,2010,2010.325,105,132,27,118.5,2010-04-28,1,>210,35.4,,358.3,,,,,,,,,
CR,2010,2010.325,105,132,27,118.5,2010-04-28,1,cyl,201.7,,13.6,,,,,,,,,
CR,2010,2010.325,105,132,27,118.5,2010-04-28,2,<210,179,,319.7,,,,,,,,,
CR,2010,2010.325,105,132,27,118.5,2010-04-28,2,>210,27.2,,261.2,,,,,,,,,
CR,2010,2010.325,105,132,27,118.5,2010-04-28,2,cyl,206.1,,13.9,,,,,,,,,
CR,2010,2010.4,132,160,28,146,2010-05-26,2,<210,47.1,,95.7,,,,,,,,,
CR,2010,2010.4,132,160,28,146,2010-05-26,2,>210,36.1,,660.4,,,,,,,,,
CR,2010,2010.4,132,160,28,146,2010-05-26,2,cyl,159.1,,11.1,,,,,,,,,
CR,2010,2010.477,159,189,30,174,2010-06-23,2,<210,21.1,,41.2,,,,,,,,,
CR,2010,2010.477,159,189,30,174,2010-06-23,2,>210,57,,1121.4,,,,,,,,,
CR,2010,2010.477,159,189,30,174,2010-06-23,2,cyl,28.1,,2.1,,,,,,,,,
CR,2010,2010.556,189,217,28,203,2010-07-22,1,<210,107.4,,191.8,,,,,,,,,
CR,2010,2010.556,189,217,28,203,2010-07-22,1,>210,133.3,,970,,,,,,,,,
CR,2010,2010.556,189,217,28,203,2010-07-22,1,cyl,121.3,,8.5,,,,,,,,,
CR,2010,2010.556,189,217,28,203,2010-07-22,2,<210,201.5,,397.1,,,,,,,,,
CR,2010,2010.556,189,217,28,203,2010-07-22,2,>210,259.4,,1988,,,,,,,,,
CR,2010,2010.556,189,217,28,203,2010-07-22,2,cyl,217.9,,15.2,,,,,,,,,
CR,2010,2010.63,217,243,26,230,2010-08-18,1,<210,349.1,,627.7,,,,,,,,,
CR,2010,2010.63,217,243,26,230,2010-08-18,1,>210,38.7,,275.4,,,,,,,,,
CR,2010,2010.63,217,243,26,230,2010-08-18,1,cyl,142.5,,9.2,,,,,,,,,
CR,2010,2010.63,217,243,26,230,2010-08-18,2,<210,257.5,,470.4,,,,,,,,,
CR,2010,2010.63,217,243,26,230,2010-08-18,2,>210,38.3,,233.9,,,,,,,,,
CR,2010,2010.63,217,243,26,230,2010-08-18,2,cyl,186,,12.1,,,,,,,,,
CR,2010,2010.707,243,273,30,258,2010-09-15,1,<210,102.3,,203.3,,,,,,,,,
CR,2010,2010.707,243,273,30,258,2010-09-15,1,>210,50.6,,469.7,,,,,,,,,
CR,2010,2010.707,243,273,30,258,2010-09-15,1,cyl,266.4,,19.9,,,,,,,,,
CR,2010,2010.707,243,273,30,258,2010-09-15,2,<210,264.1,,526.1,,,,,,,,,
CR,2010,2010.707,243,273,30,258,2010-09-15,2,>210,79.2,,695.1,,,,,,,,,
CR,2010,2010.707,243,273,30,258,2010-09-15,2,cyl,236.8,,17.7,,,,,,,,,
CR,2010,2010.792,273,305,32,289,2010-10-16,1,<210,253.1,,531,,,,,,,,,
CR,2010,2010.792,273,305,32,289,2010-10-16,1,>210,79.7,,535,,,,,,,,,
CR,2010,2010.792,273,305,32,289,2010-10-16,1,cyl,83.8,,6.7,,,,,,,,,
CR,2010,2010.795,278,302,24,290,2010-10-17,2,<210,65,,101.5,,,,,,,,,
CR,2010,2010.795,278,302,24,290,2010-10-17,2,>210,69.4,,367,,,,,,,,,
CR,2010,2010.795,278,302,24,290,2010-10-17,2,cyl,53,,3.2,,,,,,,,,
CR,2010,2010.844,302,314,12,308,2010-11-04,2,<210,310,,261.94,,,,,,,,,
CR,2010,2010.844,302,314,12,308,2010-11-04,2,>210,98.8,,577.37,,,,,,,,,
CR,2010,2010.844,302,314,12,308,2010-11-04,2,cyl,153.9,,4.61,,,,,,,,,
CR,2010,2010.848,305,314,9,309.5,2010-11-05,1,<210,241.8,,147.33,,,,,,,,,
CR,2010,2010.848,305,314,9,309.5,2010-11-05,1,>210,72.8,,406.67,,,,,,,,,
CR,2010,2010.848,305,314,9,309.5,2010-11-05,1,cyl,149.4,,3.35,,,,,,,,,
SP,1986,1986.486,160,195,35,177.5,1986-06-26,,<111,283.01,,,,0.03,0.239,0.0008,8.6,67.75,0.228,,
SP,1986,1986.486,160,195,35,177.5,1986-06-26,,>111,55.34,,,,0.075,0.438,0.0003,4.13,24.23,0.019,,
SP,1986,1986.573,195,223,28,209,1986-07-28,,<111,92.05,,,,0.028,0.179,0.0005,2.61,16.44,0.05,,
SP,1986,1986.573,195,223,28,209,1986-07-28,,>111,51.78,,,,0.077,0.503,0.001,3.96,26.02,0.052,,
SP,1986,1986.649,223,251,28,237,1986-08-25,,<111,212.6,,,,0.028,0.207,0.0021,5.87,44.09,0.437,,
SP,1986,1986.649,223,251,28,237,1986-08-25,,>111,22.19,,,,0.091,0.444,0.0019,2.02,9.84,0.042,,
SP,1986,1986.727,251,280,29,265.5,1986-09-22,,<111,271.23,,,,0.024,0.174,0.0021,6.43,47.17,0.57,,
SP,1986,1986.727,251,280,29,265.5,1986-09-22,,>111,36.71,,,,0.095,0.465,0.0033,3.49,17.08,0.121,,
SP,1986,1986.808,280,310,30,295,1986-10-22,,<111,542.19,,,,0.023,0.196,0.0029,12.2,106.32,1.598,,
SP,1986,1986.808,280,310,30,295,1986-10-22,,>111,52.88,,,,0.052,0.364,0.0029,2.74,19.27,0.155,,
SP,1987,1987.342,110,140,30,125,1987-05-05,,<111,326.58,,,,0.037,0.26,0.0023,12.02,85.01,0.748,,
SP,1987,1987.342,110,140,30,125,1987-05-05,,>111,66.3,,,,0.043,0.378,0.0014,2.82,25.06,0.092,,
SP,1987,1987.416,140,164,24,152,1987-06-01,,<111,245.21,,,,0.038,0.241,0.0014,9.42,59.07,0.344,,
SP,1987,1987.416,140,164,24,152,1987-06-01,,>111,30.41,,,,0.081,0.439,0.0023,2.45,13.36,0.07,,
SP,1987,1987.49,164,194,30,179,1987-06-28,,<111,149.04,,,,0.04,0.221,0.0017,5.95,32.98,0.251,,
SP,1987,1987.49,164,194,30,179,1987-06-28,,>111,45.48,,,,0.1,0.498,0.002,4.53,22.63,0.091,,
SP,1987,1987.571,194,223,29,208.5,1987-07-27,,<111,235.07,,,,0.028,0.252,0.0022,6.68,59.19,0.529,,
SP,1987,1987.571,194,223,29,208.5,1987-07-27,,>111,63.01,,,,0.106,0.518,0.0027,6.67,32.63,0.172,,
SP,1987,1987.649,223,251,28,237,1987-08-25,,<111,238.08,,,,0.029,0.216,0.0026,6.95,51.4,0.629,,
SP,1987,1987.649,223,251,28,237,1987-08-25,,>111,40.55,,,,0.095,0.484,0.0023,3.86,19.64,0.092,,
SP,1987,1987.725,251,278,27,264.5,1987-09-21,,<111,298.08,,,,0.038,0.208,0.0018,11.24,61.94,0.547,,
SP,1987,1987.725,251,278,27,264.5,1987-09-21,,>111,51.23,,,,0.076,0.418,0.0023,3.88,21.42,0.116,,
SP,1987,1987.8,278,306,28,292,1987-10-19,,<111,513.15,,,,0.036,0.214,0.0034,18.68,109.71,1.742,,
SP,1987,1987.8,278,306,28,292,1987-10-19,,>111,27.12,,,,0.085,0.453,0.0045,2.3,12.28,0.121,,
SP,1988,1988.357,116,145,29,130.5,1988-05-09,1,<111,446.64,,,,0.025,0.291,0.0025,11.26,129.98,1.121,,
SP,1988,1988.357,116,145,29,130.5,1988-05-09,1,>111,33.41,,,,0.04,0.363,0.003,1.34,12.11,0.099,,
SP,1988,1988.357,116,145,29,130.5,1988-05-09,2,<111,529.86,,,,0.03,0.287,0.0024,15.81,151.98,1.253,,
SP,1988,1988.357,116,145,29,130.5,1988-05-09,2,>111,33.93,,,,0.033,0.235,0.0021,1.11,7.99,0.07,,
SP,1988,1988.434,145,173,28,159,1988-06-07,2,<111,223.34,,,,0.028,0.209,0.0016,6.3,46.79,0.349,,
SP,1988,1988.434,145,173,28,159,1988-06-07,2,>111,40.35,,,,0.046,0.391,0.0023,1.87,15.78,0.093,,
SP,1988,1988.434,145,173,28,159,1988-06-07,1,<111,209.89,,,,0.032,0.217,0.0015,6.74,45.55,0.317,,
SP,1988,1988.434,145,173,28,159,1988-06-07,1,>111,33.16,,,,0.046,0.397,0.0022,1.53,13.15,0.074,,
SP,1988,1988.51,173,200,27,186.5,1988-07-04,1,<111,263.7,,,,0.019,0.188,0.0013,4.92,49.59,0.343,,
SP,1988,1988.51,173,200,27,186.5,1988-07-04,1,>111,31.91,,,,0.06,0.424,0.0035,1.9,13.55,0.11,,
SP,1988,1988.51,173,200,27,186.5,1988-07-04,2,<111,287.11,,,,0.065,0.428,0.0031,18.63,122.86,0.879,,
SP,1988,1988.51,173,200,27,186.5,1988-07-04,2,>111,35.17,,,,,,,,,,,
SP,1988,1988.586,200,229,29,214.5,1988-08-01,1,<111,123.37,,,,0.223,0.147,0.0012,27.56,18.17,0.154,,
SP,1988,1988.586,200,229,29,214.5,1988-08-01,1,>111,38.01,,,,,,,,,,,
SP,1988,1988.586,200,229,29,214.5,1988-08-01,2,<111,107.13,,,,0.099,0.203,0.0016,10.57,21.77,0.173,,
SP,1988,1988.586,200,229,29,214.5,1988-08-01,2,>111,17.81,,,,0.076,0.46,0.0044,1.36,8.19,0.078,,
SP,1988,1988.663,229,256,27,242.5,1988-08-29,1,<111,469.19,,,,0.071,0.227,0.0029,33.24,106.59,1.378,,
SP,1988,1988.663,229,256,27,242.5,1988-08-29,1,>111,80.41,,,,0.085,0.459,0.0053,6.86,36.93,0.426,,
SP,1988,1988.663,229,256,27,242.5,1988-08-29,2,<111,285.72,,,,0.051,0.242,0.0027,14.6,69.08,0.758,,
SP,1988,1988.663,229,256,27,242.5,1988-08-29,2,>111,51.52,,,,0.087,0.47,0.006,4.46,24.23,0.307,,
SP,1988,1988.742,256,287,31,271.5,1988-09-27,2,<111,578.54,,,,0.025,0.202,0.0031,14.34,116.64,1.805,,
SP,1988,1988.742,256,287,31,271.5,1988-09-27,2,>111,75.46,,,,0.068,0.409,0.004,5.1,30.83,0.301,,
SP,1988,1988.742,256,287,31,271.5,1988-09-27,1,<111,557.31,,,,0.02,0.144,,10.89,80.42,,,
SP,1988,1988.742,256,287,31,271.5,1988-09-27,1,>111,134.4,,,,0.062,0.391,0.0038,8.29,52.5,0.511,,
SP,1988,1988.814,287,309,22,298,1988-10-24,1,<111,786.37,,,,0.02,0.181,0.002,15.6,142.52,1.544,,
SP,1988,1988.814,287,309,22,298,1988-10-24,1,>111,15.67,,,,0.04,0.401,0.0025,0.63,6.29,0.039,,
SP,1988,1988.814,287,309,22,298,1988-10-24,2,<111,541.11,,,,,,,,,,,
SP,1988,1988.814,287,309,22,298,1988-10-24,2,>111,26.86,,,,,,,,,,,
SP,1989,1989.371,121,150,29,135.5,1989-05-15,,<210,81.15,,,,0.029,0.3,,2.35,24.33,,,
SP,1989,1989.371,121,150,29,135.5,1989-05-15,,>210,,,,,0.05,0.37,0.0026,,,,,
SP,1989,1989.448,150,177,27,163.5,1989-06-12,,<210,179.06,,,,0.021,0.22,,3.78,39.38,,,
SP,1989,1989.448,150,177,27,163.5,1989-06-12,,>210,,,,,0.045,0.327,0.0013,,,,,
SP,1989,1989.523,177,205,28,191,1989-07-10,,<210,123.5,,,,0.028,0.215,0.0013,3.5,26.51,0.161,,
SP,1989,1989.523,177,205,28,191,1989-07-10,,>210,,,,,0.033,0.182,0.0019,,,,,
SP,1989,1989.6,205,233,28,219,1989-08-07,,<210,379.76,,,,0.026,0.157,0.0013,9.78,59.49,0.494,,
SP,1989,1989.6,205,233,28,219,1989-08-07,,>210,12.87,,,,0.049,0.337,0.002,0.63,4.34,0.025,,
SP,1989,1989.677,233,261,28,247,1989-09-04,,<210,318.32,,,,0.025,0.229,0.0023,8.02,72.97,0.721,,
SP,1989,1989.677,233,261,28,247,1989-09-04,,>210,45.88,,,,0.029,0.264,0.0011,1.34,12.11,0.05,,
SP,1989,1989.753,261,289,28,275,1989-10-02,,<210,338.09,,,,0.033,0.271,0.003,11.02,91.59,1.002,,
SP,1989,1989.753,261,289,28,275,1989-10-02,,>210,30.96,,,,0.042,0.305,0.0019,1.31,9.45,0.057,,
SP,1989,1989.832,289,318,29,303.5,1989-10-30,,<210,372.04,,,,0.023,0.205,0.0036,8.51,76.15,1.339,,
SP,1989,1989.832,289,318,29,303.5,1989-10-30,,>210,39.11,,,,0.06,0.347,0.003,2.35,13.57,0.119,,
SP,1990,1990.368,120,149,29,134.5,1990-05-14,1,<210,49.12,,,,0.022,0.238,0.0031,1.08,11.69,0.154,,
